48	0.999118	-0.675165
49	1.0005	-2.42105
50	0.998501	-0.881828
51	1.00013	-2.22764
56	0.998738	-3.32652
57	0.999985	-4.70533
58	1.00049	-5.0204
59	0.998509	-2.59489
68	1.00194	-2.16298
69	1.00003	0.517432
70	1.0039	-3.74822
71	1.00345	-3.87709
76	1.00207	-0.982116
77	1.00294	-1.60077
78	1.00363	-4.4597
79	1.00252	-3.2056
84	0.999944	-2.01973
85	1.00043	0.0117915
86	1.00291	-6.66752
87	1.0015	-4.74339
88	0.998496	-3.08179
89	1.00028	-4.52221
90	0.999577	-3.94984
91	0.999066	-3.04924
96	1.00156	-0.959922
97	1.001	-0.286478
98	1.00105	-0.1535
99	1.00216	-1.19315
100	1.00214	-1.7196
101	1.00049	1.80617
102	1.00167	-0.778035
103	0.999343	1.78074
104	0.999898	-3.44407
105	0.999676	-3.54984
106	1.00004	-3.37921
107	1.00173	-4.93016
108	1.00065	-3.27198
110	0.999149	-1.15287
111	0.999903	-1.1214
112	1.00113	-0.511148
113	0.998657	1.30793
114	1.00159	-1.92588
115	1.00053	-0.107826
116	1.00151	-2.41259
117	1.01553	-3.09457
119	1.00039	0.237563
